"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"9925","서울특별시 성북구 장위동","319","0319","0000","꿈의숲코오롱하늘채","84.7100","202203","09","       124,000","-","9","-","-","2017","돌곶이로 220","-","중개거래","서울 성북구","-"
"9926","서울특별시 강북구 번동","136","0136","0000","번동솔그린","59.8200","202203","09","        59,800","-","16","-","-","1999","한천로109길 83","-","중개거래","서울 강북구","-"
"9927","서울특별시 강동구 고덕동","688","0688","0000","래미안힐스테이트고덕","59.3500","202203","09","       137,500","-","15","-","-","2016","아리수로50길 50","-","중개거래","서울 강동구","-"
"9928","서울특별시 서초구 서초동","1675-11","1675","0011","서초대우아이빌","37.7770","202203","09","        32,000","-","5","-","-","2003","서초대로58길 10","-","중개거래","서울 서초구","-"
"9929","서울특별시 중구 충무로5가","90","0090","0000","충무로헤센스마트","19.7600","202203","10","        22,850","-","5","-","-","2018","서애로1길 11","-","중개거래","서울 중구","-"
"9930","서울특별시 영등포구 문래동3가","94","0094","0000","문래힐스테이트","165.1800","202203","10","       182,000","-","20","-","-","2003","문래로 82","-","중개거래","서울 영등포구","-"
"9931","서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차(101동)","84.5700","202203","10","       187,000","-","15","-","-","1997","삼성로133길 20","-","중개거래","서울 강남구","-"
"9932","서울특별시 구로구 항동","가-238","0238","0000","하버라인4단지","59.9400","202203","10","        68,000","-","3","-","-","2019","항동로 72","-","직거래","-","-"
"9933","서울특별시 중구 장충동2가","193-29","0193","0029","장충","28.6900","202203","11","        12,400","-","2","-","-","1981","동호로25길 36","-","중개거래","서울 중구","-"
"9934","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","14.8200","202203","11","        12,500","-","5","-","-","2016","고미술로 71","-","직거래","-","-"
"9935","서울특별시 강남구 역삼동","741-22","0741","0022","포스틸빌라트","69.9700","202203","11","        53,500","-","4","-","-","2004","테헤란로20길 36","-","중개거래","서울 강남구","-"
"9936","서울특별시 송파구 장지동","901","0901","0000","위례24단지(꿈에그린)","59.6300","202203","11","       131,000","-","15","-","-","2013","위례광장로 121","-","직거래","-","-"
"9937","서울특별시 중구 신당동","432-921","0432","0921","푸른마을(432-921)","58.9200","202203","12","        22,700","-","1","-","-","2000","동호로11마길 34","-","중개거래","서울 중구","-"
"9938","서울특별시 성동구 금호동4가","340","0340","0000","서울숲푸르지오","59.9900","202203","12","       152,000","-","10","-","-","2007","금호로 15","-","중개거래","서울 성동구","-"
"9939","서울특별시 성동구 행당동","376","0376","0000","서울숲행당푸르지오","59.6800","202203","12","       119,500","-","11","-","-","2011","고산자로 177","-","중개거래","서울 성동구","-"
"9940","서울특별시 동대문구 장안동","329-3","0329","0003","래미안장안2차","54.4300","202203","12","        88,000","-","22","-","-","2007","장안벚꽃로 167","-","중개거래","서울 동대문구","-"
"9941","서울특별시 성북구 종암동","130","0130","0000","아이파크종암동1차","59.7300","202203","12","        85,000","-","17","-","-","2004","종암로21길 127","-","중개거래","서울 성북구","-"
"9942","서울특별시 노원구 월계동","929","0929","0000","현대","59.9500","202203","12","        78,000","-","17","-","-","2000","석계로 49","-","중개거래","서울 노원구","-"
"9943","서울특별시 노원구 월계동","929","0929","0000","현대","84.9800","202203","12","        93,000","-","16","-","-","2000","석계로 49","-","중개거래","서울 노원구","-"
"9944","서울특별시 은평구 응암동","116-22","0116","0022","거장메카(116-22)","24.7700","202203","12","        45,800","-","7","-","-","2021","응암로 293","-","직거래","-","-"
"9945","서울특별시 서대문구 홍은동","186-25","0186","0025","서강2차(2동)","93.9100","202203","12","        42,000","-","10","-","-","1989","연희로41길 152","-","중개거래","서울 서대문구","-"
"9946","서울특별시 구로구 구로동","97-2","0097","0002","순영웰라이빌2차","64.4500","202203","12","        60,500","-","12","-","-","2005","가마산로 280","-","중개거래","서울 구로구","-"
"9947","서울특별시 구로구 오류동","75-2","0075","0002","오류동역솔리스타","18.3200","202203","12","        10,500","-","10","-","-","2016","경인로20나길 63","-","직거래","-","-"
"9948","서울특별시 강동구 상일동","521","0521","0000","고덕자이","101.0410","202203","12","       175,000","-","27","-","-","2021","상일로 55","-","중개거래","서울 강동구","-"
"9949","서울특별시 서초구 반포동","60-5","0060","0005","반포미도2차아파트","71.4900","202203","12","       218,000","-","10","-","-","1989","사평대로 240","-","중개거래","서울 서초구","-"
"9950","서울특별시 동대문구 답십리동","41","0041","0000","동서울한양","76.4100","202203","14","        80,000","-","5","-","-","1989","답십리로 184","-","중개거래","서울 동대문구","-"
"9951","서울특별시 동대문구 장안동","372-16","0372","0016","청솔아파트(B동)","59.9300","202203","14","        39,200","-","10","-","-","2015","장한로23길 11-3","-","중개거래","서울 동대문구","-"
"9952","서울특별시 강북구 번동","138","0138","0000","한솔솔파크","84.8800","202203","14","        74,500","-","7","-","-","2005","오현로 180","-","중개거래","서울 강북구","-"
"9953","서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.1900","202203","14","        10,670","-","8","-","-","2014","디지털로12길 15","-","중개거래","서울 동작구","-"
"9954","서울특별시 강동구 천호동","414","0414","0000","두산위브센티움","31.3700","202203","14","        15,750","-","8","-","-","2004","올림픽로70길 61","-","중개거래","서울 강동구","-"
"9955","서울특별시 송파구 거여동","294","0294","0000","거여5단지","59.7400","202203","14","        94,000","-","5","-","-","1997","양산로4길 16","-","중개거래","서울 송파구","-"
"9956","서울특별시 노원구 하계동","271-3","0271","0003","건영","45.5500","202203","15","        59,300","-","13","-","-","1988","섬밭로 229","-","중개거래","서울 노원구","-"
"9957","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","84.9400","202203","15","       128,000","-","15","-","-","2021","은평로 220","-","중개거래","경기 고양일산서구 서울 은평구","-"
"9958","서울특별시 강남구 청담동","65","0065","0000","진흥아파트","145.6900","202203","15","       310,000","-","3","-","-","1984","학동로 513","-","중개거래","서울 강남구","-"
"9959","서울특별시 중구 정동","37","0037","0000","삼정아트테라스정동","20.0525","202203","16","        50,169","-","9","-","-","2020","서소문로 89-20","-","중개거래","서울 종로구","-"
"9960","서울특별시 용산구 한남동","522-1","0522","0001","한남동동원베네스트","81.8300","202203","16","       135,000","-","2","-","-","2010","독서당로 22","-","중개거래","서울 용산구","-"
"9961","서울특별시 성동구 성수동1가","704","0704","0000","한진타운","59.4000","202203","16","       159,750","-","12","-","-","1994","뚝섬로 310","-","중개거래","서울 성동구","-"
"9962","서울특별시 동대문구 용두동","104-3","0104","0003","동대문푸르지오시티(도시형생활주택)","30.1100","202203","16","        44,900","-","21","-","-","2016","왕산로 86","-","중개거래","서울 동대문구","-"
"9963","서울특별시 은평구 응암동","768","0768","0000","백련산해모로","59.9200","202203","16","        86,000","-","15","-","-","2020","응암로30길 15","-","중개거래","서울 은평구","-"
"9964","서울특별시 구로구 오류동","12-2","0012","0002","미진주택B동","37.4300","202203","16","        24,800","-","6","-","-","2002","경인로 193-19","-","중개거래","서울 구로구","-"
"9965","서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.1900","202203","16","        12,000","-","8","-","-","2014","디지털로12길 15","-","중개거래","서울 구로구","-"
"9966","서울특별시 은평구 응암동","116-22","0116","0022","거장메카(116-22)","29.7500","202203","17","        37,200","-","14","-","-","2021","응암로 293","-","직거래","-","-"
"9967","서울특별시 마포구 망원동","507","0507","0000","신부파스카4차","75.4200","202203","17","        85,700","-","13","-","-","2004","방울내로 43","-","중개거래","서울 마포구","-"
"9968","서울특별시 강서구 방화동","877","0877","0000","청성(877-0)","67.8760","202203","17","        58,000","-","12","-","-","2004","금낭화로 12","-","중개거래","서울 강서구","-"
"9969","서울특별시 구로구 개봉동","492","0492","0000","개봉푸르지오","84.8300","202203","17","        99,800","-","13","-","-","2014","남부순환로 775","-","중개거래","서울 구로구","-"
"9970","서울특별시 서초구 서초동","1675-11","1675","0011","서초대우아이빌","37.7770","202203","17","        32,300","-","10","-","-","2003","서초대로58길 10","20220509","중개거래","서울 서초구","-"
"9971","서울특별시 서초구 서초동","1675-11","1675","0011","서초대우아이빌","37.7770","202203","17","        32,300","-","10","-","-","2003","서초대로58길 10","-","중개거래","서울 서초구","-"
"9972","서울특별시 동대문구 장안동","319-6","0319","0006","U-포그니","53.3050","202203","18","        31,500","-","9","-","-","2016","장한로28가길 114","-","중개거래","서울 동대문구","-"
"9973","서울특별시 노원구 공릉동","670-6","0670","0006","미라쉘","17.5800","202203","18","        17,000","-","6","-","-","2018","화랑로 441","-","중개거래","서울 노원구","-"
"9974","서울특별시 마포구 도화동","544","0544","0000","고려","81.7200","202203","18","        94,300","-","14","-","-","1984","큰우물로 76","-","중개거래","서울 마포구","-"
"9975","서울특별시 강서구 염창동","289","0289","0000","신동아","59.8200","202203","18","        82,350","-","12","-","-","1995","양천로67길 32","-","중개거래","서울 강서구","-"
"9976","서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.1900","202203","18","        10,000","-","10","-","-","2014","디지털로12길 15","-","직거래","-","-"
"9977","서울특별시 중랑구 면목동","538","0538","0000","신영","16.9300","202203","18","         9,300","-","4","-","-","2013","면목로69길 16","-","중개거래","서울 중랑구","-"
"9978","서울특별시 서초구 서초동","1685-3","1685","0003","아크로비스타","205.0700","202203","18","       380,000","-","23","-","-","2004","서초중앙로 188","20220913","중개거래","서울 서초구","-"
"9979","서울특별시 강남구 개포동","185","0185","0000","개포주공6단지","73.0200","202203","18","       270,000","-","5","-","-","1983","개포로 516","-","중개거래","서울 강남구","-"
"9980","서울특별시 중랑구 묵동","384","0384","0000","신안3","59.8600","202203","19","        59,900","-","4","-","-","2000","공릉로2라길 4","-","중개거래","서울 중랑구","-"
"9981","서울특별시 중구 신당동","840","0840","0000","현대","79.1100","202203","19","        94,000","-","4","-","-","1993","다산로36길 109","-","중개거래","서울 중구","-"
"9982","서울특별시 용산구 이촌동","300-27","0300","0027","리버뷰","138.9400","202203","19","       148,000","-","8","-","-","1970","이촌로 224","-","중개거래","서울 용산구","-"
"9983","서울특별시 동대문구 장안동","575","0575","0000","장안평월드메르디앙2차","84.8500","202203","19","        88,000","-","8","-","-","2007","천호대로97길 61","-","중개거래","서울 동대문구","-"
"9984","서울특별시 도봉구 방학동","732","0732","0000","신동아아파트4","59.9200","202203","19","        39,000","-","1","-","-","1995","방학로 200","-","중개거래","서울 도봉구","-"
"9985","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202203","19","        59,000","-","5","-","-","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"9986","서울특별시 노원구 월계동","780","0780","0000","청백3","49.7700","202203","19","        50,000","-","10","-","-","1998","월계로45가길 89","-","중개거래","서울 노원구","-"
"9987","서울특별시 동작구 흑석동","336","0336","0000","흑석한강푸르지오","84.9800","202203","19","       162,000","-","5","-","-","2012","흑석한강로 27","-","중개거래","서울 동작구 서울 서초구","-"
"9988","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","114.7800","202203","19","       112,000","-","10","-","-","2000","관악로30길 12","-","중개거래","서울 강남구 서울 관악구","-"
"9989","서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.9600","202203","19","        68,000","-","4","-","-","2008","난곡로 30","-","중개거래","서울 관악구","-"
"9990","서울특별시 중랑구 면목동","715","0715","0000","늘푸른동아","59.6500","202203","19","        68,000","-","14","-","-","2002","동일로 476","-","중개거래","경기 성남중원구 서울 중랑구","-"
"9991","서울특별시 강남구 대치동","503","0503","0000","개포우성1","158.5400","202203","19","       510,000","-","12","-","-","1983","선릉로 120","-","중개거래","서울 강남구 서울 송파구","-"
"9992","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","84.5200","202203","19","       180,000","-","6","-","-","1997","강남대로146길 28","-","중개거래","서울 강남구","-"
"9993","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","59.9600","202203","20","       118,800","-","9","-","-","2000","행당로 79","-","중개거래","서울 성동구","-"
"9994","서울특별시 서초구 잠원동","63-34","0063","0034","한신로얄","81.2300","202203","20","       227,500","-","6","-","-","1992","신반포로33길 64","-","중개거래","서울 서초구","-"
"9995","서울특별시 강북구 수유동","648","0648","0000","수유벽산2차","114.2400","202203","21","        69,750","-","11","-","-","1994","삼각산로 143-1","-","중개거래","서울 강북구","-"
"9996","서울특별시 노원구 중계동","505","0505","0000","롯데(505)","54.4800","202203","21","        67,000","-","4","-","-","1989","섬밭로 265","-","중개거래","서울 노원구","-"
"9997","서울특별시 구로구 구로동","98-14","0098","0014","마인드에코프라움","35.3400","202203","21","        39,000","-","11","-","-","2019","구로중앙로18길 11","-","중개거래","서울 구로구","-"
"9998","서울특별시 강남구 신사동","659","0659","0000","압구정대원칸타빌아파트","97.0800","202203","21","       188,000","-","3","-","-","2001","압구정로48길 15","-","중개거래","서울 강남구","-"
"9999","서울특별시 노원구 상계동","637","0637","0000","상계주공13(고층)","49.9400","202203","22","        59,000","-","5","-","-","1989","한글비석로54길 92","-","중개거래","서울 노원구","-"
"10000","서울특별시 구로구 고척동","323","0323","0000","그랜드","57.7400","202203","22","        37,800","-","2","-","-","1997","고척로27바길 47","-","중개거래","서울 구로구 서울 양천구","-"
"10001","서울특별시 구로구 개봉동","472","0472","0000","두산","84.9600","202203","22","        73,500","-","10","-","-","1997","남부순환로95길 88","-","중개거래","서울 구로구","-"
"10002","서울특별시 관악구 신림동","1425-4","1425","0004","코스모그린","12.2100","202203","22","        10,500","-","5","-","-","2012","봉천로12길 28","-","중개거래","서울 동작구","-"
"10003","서울특별시 강남구 청담동","10","0010","0000","삼환(101동)","84.9800","202203","22","       160,000","-","2","-","-","1999","학동로77길 49","-","중개거래","서울 강남구 서울 노원구","-"
"10004","서울특별시 동대문구 용두동","255-49","0255","0049","청계한양아이클래스","14.2200","202203","23","        18,800","-","19","-","-","2019","청계천로 461","-","중개거래","서울 동대문구","-"
"10005","서울특별시 성북구 종암동","134","0134","0000","래미안라센트","59.9800","202203","23","       100,000","-","15","-","-","2011","종암로24가길 80","-","중개거래","서울 성북구","-"
"10006","서울특별시 강북구 수유동","52-30","0052","0030","태솔에버빌","84.6700","202203","23","        44,000","-","4","-","-","2008","삼양로80길 55","-","중개거래","서울 강북구","-"
"10007","서울특별시 양천구 목동","627-2","0627","0002","행복자","83.9700","202203","23","        60,000","-","7","-","-","2004","목동중앙북로8가길 23","-","중개거래","서울 양천구","-"
"10008","서울특별시 구로구 구로동","685-223","0685","0223","주공2","32.3900","202203","23","        58,100","-","3","-","-","1987","구일로4길 22","-","중개거래","서울 구로구","-"
"10009","서울특별시 구로구 신도림동","692","0692","0000","디큐브시티","105.4500","202203","23","       157,000","-","27","-","-","2011","경인로 662","-","중개거래","서울 구로구","-"
"10010","서울특별시 강동구 암사동","414-2","0414","0002","롯데캐슬퍼스트","84.8100","202203","23","       149,000","-","15","-","-","2008","고덕로 131","-","중개거래","서울 강동구","-"
"10011","서울특별시 송파구 장지동","901","0901","0000","위례24단지(꿈에그린)","51.7700","202203","23","       121,000","-","15","-","-","2013","위례광장로 121","-","중개거래","서울 송파구","-"
"10012","서울특별시 용산구 한남동","829","0829","0000","나인원한남","206.8953","202203","24","       850,000","-","8","-","-","2019","한남대로 91","-","중개거래","서울 용산구","-"
"10013","서울특별시 동대문구 답십리동","41","0041","0000","동서울한양","76.4100","202203","24","        76,000","-","9","-","-","1989","답십리로 184","20220329","직거래","-","-"
"10014","서울특별시 동대문구 답십리동","41","0041","0000","동서울한양","76.4100","202203","24","        76,000","-","9","-","-","1989","답십리로 184","20220401","직거래","-","-"
"10015","서울특별시 서대문구 북가좌동","481","0481","0000","DMC래미안e편한세상","84.9500","202203","24","       134,000","-","14","-","-","2012","수색로 100","-","중개거래","서울 서대문구","-"
"10016","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","59.7600","202203","24","        77,700","-","12","-","-","2000","관악로30길 12","-","중개거래","서울 관악구","-"
"10017","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202203","24","       375,000","-","1","-","-","1983","선릉로 120","-","중개거래","서울 강남구","-"
"10018","서울특별시 용산구 한남동","27-2","0027","0002","형우베스트빌3차","228.2100","202203","25","       330,000","-","3","-","-","2000","독서당로 90","-","중개거래","서울 용산구","-"
"10019","서울특별시 광진구 광장동","578","0578","0000","금호베스트빌","59.9300","202203","25","       124,800","-","16","-","-","2001","광나루로 579","-","중개거래","서울 광진구 서울 노원구","-"
"10020","서울특별시 도봉구 도봉동","30-1","0030","0001","한신","84.9400","202203","25","        73,000","-","12","-","-","1995","마들로 859-19","-","중개거래","서울 노원구 서울 도봉구","-"
"10021","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","59.3400","202203","25","        71,500","-","7","-","-","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"10022","서울특별시 서대문구 연희동","745","0745","0000","연희자이엘라","13.6420","202203","25","        14,700","-","5","-","-","2014","연희로5길 14","-","중개거래","서울 마포구","-"
"10023","서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.8050","202203","25","       112,000","-","1","-","-","1986","구일로4길 65","-","중개거래","서울 구로구","-"
"10024","서울특별시 관악구 신림동","1693","1693","0000","국제산장","59.9400","202203","25","        53,700","-","13","-","-","1993","호암로 417","-","중개거래","서울 관악구","-"
"10025","서울특별시 서초구 서초동","1311-10","1311","0010","서초푸르지오써밋","120.8600","202203","26","       355,000","-","29","-","-","2017","서운로 212","20240404","중개거래","서울 서초구","-"
"10026","서울특별시 구로구 항동","가-238","0238","0000","하버라인4단지","59.8600","202203","26","        71,000","-","1","-","-","2019","항동로 72","-","중개거래","서울 구로구","-"
"10027","서울특별시 강동구 고덕동","688","0688","0000","래미안힐스테이트고덕","59.2300","202203","26","       137,500","-","18","-","-","2016","아리수로50길 50","-","중개거래","서울 강동구","-"
"10028","서울특별시 은평구 응암동","116-22","0116","0022","거장메카(116-22)","24.7700","202203","27","        36,200","-","11","-","-","2021","응암로 293","-","직거래","-","-"
"10029","서울특별시 송파구 문정동","62-5","0062","0005","현대(62-5)","54.6000","202203","27","        89,000","-","3","-","-","1993","송파대로20길 28","-","중개거래","서울 송파구","-"
"10030","서울특별시 중구 정동","37","0037","0000","삼정아트테라스정동","14.2664","202203","28","        28,000","-","8","-","-","2020","서소문로 89-20","-","중개거래","서울 종로구","-"
"10031","서울특별시 마포구 신정동","74-1","0074","0001","씨제이리버힐","200.1700","202203","28","        88,200","-","8","-","-","1998","신수로3길 47","-","중개거래","서울 용산구","-"
"10032","서울특별시 구로구 구로동","98-12","0098","0012","파인마루오피스텔","15.7500","202203","28","        13,750","-","16","-","-","2016","구로중앙로18길 17","-","중개거래","서울 구로구 서울 송파구","-"
"10033","서울특별시 구로구 개봉동","472","0472","0000","두산","84.9600","202203","28","        74,000","-","4","-","-","1997","남부순환로95길 88","-","중개거래","서울 구로구","-"
"10034","서울특별시 중구 황학동","2523","2523","0000","황학아크로타워","109.1460","202203","29","       120,000","-","15","-","-","2010","퇴계로 447","20230214","중개거래","서울 중구","-"
"10035","서울특별시 도봉구 도봉동","30-1","0030","0001","한신","84.9400","202203","29","        69,000","-","9","-","-","1995","마들로 859-19","-","중개거래","서울 도봉구","-"
"10036","서울특별시 노원구 하계동","270","0270","0000","현대","71.6800","202203","29","       100,800","-","6","-","-","1988","섬밭로 232","-","중개거래","서울 노원구","-"
"10037","서울특별시 은평구 진관동","102","0102","0000","박석고개1단지힐스테이트(116~131동)BL2-1","59.8500","202203","29","        92,000","-","6","-","-","2009","진관1로 21-10","-","중개거래","서울 은평구","-"
"10038","서울특별시 양천구 신정동","312","0312","0000","목동신시가지9","106.9300","202203","29","       215,000","-","14","-","-","1987","목동서로 340","-","중개거래","서울 양천구 서울 영등포구","-"
"10039","서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.5800","202203","29","       400,000","-","20","-","-","2008","선릉로 222","-","중개거래","서울 강남구","-"
"10040","서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","84.8300","202203","29","       210,000","-","8","-","-","1986","남부순환로363길 49","-","중개거래","서울 강남구","-"
"10041","서울특별시 용산구 한남동","72-1","0072","0001","한남동리첸시아","72.6600","202203","30","       150,000","-","7","-","-","2004","한남대로 60","-","중개거래","서울 서초구","-"
"10042","서울특별시 강서구 화곡동","924-14","0924","0014","프라임주택","49.7500","202203","30","        34,800","-","7","-","-","2016","강서로7길 108","-","중개거래","서울 강서구","-"
"10043","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","79.7770","202203","30","       121,500","-","23","-","-","2002","도신로29길 28","-","중개거래","서울 영등포구","-"
"10044","서울특별시 서초구 서초동","1675-11","1675","0011","서초대우아이빌","35.3070","202203","30","        30,000","-","15","-","-","2003","서초대로58길 10","-","중개거래","서울 서초구","-"
"10045","서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.6100","202203","30","       409,000","-","11","-","-","1983","선릉로 120","-","중개거래","서울 강남구","-"
"10046","서울특별시 강동구 둔촌동","545","0545","0000","둔촌하이츠","59.7900","202203","31","        95,000","-","12","-","-","1998","명일로 113","-","중개거래","서울 강동구","-"
"10047","서울특별시 강동구 천호동","414","0414","0000","두산위브센티움","31.3700","202203","31","        16,000","-","6","-","-","2004","올림픽로70길 61","-","중개거래","서울 강동구","-"
"10048","서울특별시 강동구 명일동","358","0358","0000","명일동다성이즈빌아파트","82.9500","202203","31","        75,500","-","2","-","-","2010","암사길 109","-","중개거래","서울 강동구","-"
"10049","서울특별시 중구 정동","37","0037","0000","삼정아트테라스정동","17.7034","202204","01","        38,000","-","6","-","-","2020","서소문로 89-20","-","직거래","-","-"
"10050","서울특별시 서대문구 홍제동","457","0457","0000","남양","114.9900","202204","01","        61,500","-","4","-","-","1999","홍제내길 168","-","중개거래","서울 성동구","-"
"10051","서울특별시 구로구 구로동","792-29","0792","0029","한신(792-29)","44.0000","202204","01","        23,000","-","5","-","-","1998","도림로12길 14-9","-","중개거래","서울 구로구","-"
"10052","서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.1900","202204","01","        12,500","-","11","-","-","2014","디지털로12길 15","-","직거래","-","-"
"10053","서울특별시 관악구 봉천동","1531-39","1531","0039","무학","59.3800","202204","01","        60,000","-","10","-","-","1998","장군봉8길 16","-","중개거래","서울 관악구","-"
"10054","서울특별시 강동구 둔촌동","94-16","0094","0016","동아","48.1000","202204","01","        59,500","-","6","-","-","1992","진황도로61길 18","-","중개거래","서울 강동구","-"
"10055","서울특별시 강남구 개포동","1282","1282","0000","개포래미안포레스트","102.3200","202204","01","       369,000","-","13","-","-","2020","개포로 264","-","중개거래","서울 강남구 서울 양천구","-"
"10056","서울특별시 강남구 도곡동","467-7","0467","0007","아카데미스위트1","83.0000","202204","01","       168,000","-","23","-","-","2004","언주로30길 21","-","중개거래","서울 강남구","-"
"10057","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","14.8200","202204","02","        13,900","-","7","-","-","2016","고미술로 71","20220406","중개거래","경기 성남분당구","-"
"10058","서울특별시 동대문구 답십리동","530-15","0530","0015","현대썬앤빌청계","14.8200","202204","02","        13,900","-","7","-","-","2016","고미술로 71","-","중개거래","경기 성남분당구","-"
"10059","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202204","02","        60,000","-","11","-","-","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"10060","서울특별시 노원구 공릉동","670-20","0670","0020","노원프레미어스엠코","84.0261","202204","02","        94,500","-","21","-","-","2016","동일로 986","-","중개거래","서울 노원구","-"
"10061","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","84.9400","202204","02","       137,000","-","17","-","-","2021","은평로 220","-","중개거래","서울 은평구","-"
"10062","서울특별시 강서구 염창동","300","0300","0000","강변한솔솔파크","84.9700","202204","02","       121,500","-","19","-","-","2005","양천로63길 38","-","중개거래","경기 성남중원구","-"
"10063","서울특별시 관악구 봉천동","1706","1706","0000","봉천우성","84.9600","202204","02","       101,500","-","16","-","-","2000","관악로30길 12","-","중개거래","서울 관악구","-"
"10064","서울특별시 관악구 신림동","1735-1","1735","0001","관악산휴먼시아1단지","59.9900","202204","02","        65,000","-","3","-","-","2008","난곡로 30","-","중개거래","서울 관악구","-"
"10065","서울특별시 광진구 자양동","761","0761","0000","자양2현대","84.8800","202204","03","       133,000","-","3","-","-","1995","뚝섬로34길 9","-","중개거래","서울 광진구 서울 마포구","-"
"10066","서울특별시 노원구 상계동","637","0637","0000","상계주공13(고층)","58.0100","202204","03","        66,000","-","11","-","-","1989","한글비석로54길 92","-","중개거래","경북 구미시 서울 노원구","-"
"10067","서울특별시 서대문구 홍은동","467","0467","0000","북한산두산위브","84.9800","202204","03","        99,000","-","20","-","-","2020","홍은중앙로3길 9","-","중개거래","서울 서대문구","-"
"10068","서울특별시 중구 정동","37","0037","0000","삼정아트테라스정동","28.1974","202204","04","        49,500","-","4","-","-","2020","서소문로 89-20","-","중개거래","서울 종로구","-"
"10069","서울특별시 도봉구 방학동","732","0732","0000","신동아아파트4","84.9000","202204","04","        60,000","-","11","-","-","1995","방학로 200","-","직거래","-","-"
"10070","서울특별시 마포구 망원동","507","0507","0000","신부파스카4차","84.6200","202204","04","        80,000","-","7","-","-","2004","방울내로 43","-","직거래","-","-"
"10071","서울특별시 구로구 신도림동","695","0695","0000","신도림 아르디에","31.9400","202204","04","        33,500","-","4","-","-","2018","경인로66길 19","-","중개거래","서울 구로구","-"
"10072","서울특별시 영등포구 신길동","4934","4934","0000","삼성래미안","59.3300","202204","04","        80,000","-","14","-","-","2001","가마산로79길 7","-","중개거래","서울 양천구","-"
"10073","서울특별시 관악구 신림동","1730","1730","0000","신림푸르지오","84.8700","202204","04","       108,500","-","7","-","-","2005","남부순환로 1430","-","중개거래","서울 관악구","-"
"10074","서울특별시 서초구 양재동","11-120","0011","0120","현대테라하임101동","189.0400","202204","04","       190,000","-","2","-","-","2006","강남대로34길 17","-","중개거래","서울 서초구","-"
"10075","서울특별시 강남구 논현동","22","0022","0000","신동아(22)","35.7300","202204","04","        95,000","-","3","-","-","1997","강남대로146길 28","-","중개거래","서울 강남구","-"
"10076","서울특별시 노원구 중계동","505","0505","0000","경남","84.9700","202204","05","        99,000","-","9","-","-","1989","섬밭로 265","-","중개거래","서울 노원구","-"
"10077","서울특별시 마포구 성산동","254-29","0254","0029","부림베스트빌","83.4100","202204","05","        68,000","-","4","-","-","2002","월드컵로26길 17","-","중개거래","서울 마포구","-"
"10078","서울특별시 금천구 가산동","140-36","0140","0036","비즈트위트바이올렛5차","12.3100","202204","05","        14,000","-","8","-","-","2014","디지털로12길 15","-","직거래","-","-"
"10079","서울특별시 서초구 방배동","3282","3282","0000","방배중앙센트레빌","59.9330","202204","05","       131,200","-","3","-","-","2021","방배중앙로 158","-","중개거래","서울 서초구","-"
"10080","서울특별시 강남구 논현동","195-1","0195","0001","e-편한세상","129.8748","202204","05","       192,000","-","10","-","-","2005","봉은사로11길 12","-","중개거래","서울 강남구","-"
"10081","서울특별시 강북구 수유동","279-74","0279","0074","수유다우아트리체","14.8600","202204","06","        14,500","-","7","-","-","2018","한천로 1174","-","중개거래","서울 강북구","-"
"10082","서울특별시 도봉구 창동","715-25","0715","0025","새울(715-25)","42.3200","202204","06","        27,000","-","4","-","-","2014","해등로 121","-","직거래","-","-"
"10083","서울특별시 노원구 상계동","666","0666","0000","상계주공10(고층)","59.2800","202204","06","        84,800","-","13","-","-","1988","노원로 564","-","중개거래","부산 남구 서울 노원구","-"
